Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
UK,8/24/2021 11:03:32 PM,Mobile,Download,/home,Paid Search,153,61,46,274,138,389,597
UK,7/1/2020 11:20:23 AM,Mobile,Purchase,/home,Paid Search,56,57,48,763,871,173,1236
UK,12/21/2019 5:35:30 AM,Mobile,Purchase,/home,Paid Search,56,65,8,314,583,448,1005
UK,11/24/2022 7:33:39 PM,Mobile,Sign Up,/home,Paid Search,70,64,18,998,519,169,283
UK,9/6/2023 2:04:06 AM,Mobile,Subscribe,/home,Paid Search,77,41,24,561,1328,379,343
UK,12/14/2020 3:40:42 PM,Mobile,Subscribe,/home,Paid Search,143,50,11,874,1997,475,1319
UK,12/13/2021 9:20:20 PM,Mobile,Subscribe,/home,Paid Search,72,58,48,647,1705,217,1417
USA,9/6/2020 5:44:33 AM,Mobile,Contact Form,/home,Paid Search,115,57,16,500,271,388,583
USA,1/19/2023 5:26:03 AM,Mobile,Contact Form,/home,Paid Search,171,66,13,52,1634,215,1356
USA,10/3/2020 12:08:22 AM,Mobile,Download,/home,Paid Search,135,54,19,739,999,168,357
USA,3/3/2022 3:49:17 PM,Mobile,Download,/home,Paid Search,146,55,10,493,430,47,681
USA,10/20/2020 3:57:36 PM,Mobile,Download,/home,Paid Search,55,58,38,744,833,412,750
USA,11/14/2021 7:42:37 PM,Mobile,Download,/home,Paid Search,37,61,4,73,161,138,832
USA,1/11/2022 8:58:56 AM,Mobile,Purchase,/home,Paid Search,140,41,19,590,728,468,1053
USA,8/6/2023 12:33:45 PM,Mobile,Sign Up,/home,Paid Search,35,52,19,164,1344,102,576
USA,1/22/2023 10:51:00 AM,Mobile,Sign Up,/home,Paid Search,54,56,13,560,1678,240,1431
USA,7/29/2021 7:47:42 PM,Mobile,Subscribe,/home,Paid Search,35,29,24,474,701,481,62
USA,1/12/2021 3:00:55 AM,Mobile,Subscribe,/home,Paid Search,114,64,16,570,341,104,1025
Australia,9/7/2021 6:11:06 AM,Mobile,Contact Form,/products,Paid Search,115,30,4,945,1793,93,530
Australia,8/11/2022 6:22:05 PM,Mobile,Download,/products,Paid Search,50,31,46,330,1401,397,1234
Australia,2/17/2022 7:50:40 PM,Mobile,Download,/products,Paid Search,111,35,5,826,118,71,1057
Australia,8/9/2020 2:52:29 PM,Mobile,Download,/products,Paid Search,176,54,23,60,1169,107,1080
Australia,3/26/2020 8:40:31 AM,Mobile,Download,/products,Paid Search,119,60,14,355,790,480,693
Australia,9/6/2022 6:17:37 AM,Mobile,Purchase,/products,Paid Search,45,41,5,599,1232,44,608
Australia,1/11/2022 5:19:57 PM,Mobile,Purchase,/products,Paid Search,171,69,10,500,965,38,989
Australia,7/28/2021 12:29:49 PM,Mobile,Sign Up,/products,Paid Search,113,20,5,649,292,368,1166
Australia,1/7/2020 2:43:00 PM,Mobile,Sign Up,/products,Paid Search,66,49,28,275,360,345,1342
Australia,11/1/2021 10:30:06 AM,Mobile,Sign Up,/products,Paid Search,65,67,6,364,329,360,291
Australia,8/11/2020 2:50:37 AM,Mobile,Subscribe,/products,Paid Search,166,28,10,824,574,208,597
Australia,8/14/2022 5:11:12 PM,Mobile,Subscribe,/products,Paid Search,35,37,31,279,987,481,465
Australia,5/13/2021 9:56:18 PM,Mobile,Subscribe,/products,Paid Search,66,39,41,563,870,475,1079
Australia,12/4/2020 12:26:12 PM,Mobile,Subscribe,/products,Paid Search,168,48,44,944,1078,480,72
Canada,10/26/2023 11:58:26 PM,Mobile,Contact Form,/products,Paid Search,126,34,34,276,1151,234,1435
Canada,6/13/2021 9:46:48 AM,Mobile,Contact Form,/products,Paid Search,163,61,31,569,1080,59,1195
Canada,3/30/2023 7:25:28 PM,Mobile,Contact Form,/products,Paid Search,137,67,26,362,154,150,572
Canada,12/2/2022 1:10:01 PM,Mobile,Download,/products,Paid Search,151,47,34,421,1491,261,961
Canada,1/27/2021 5:01:15 PM,Mobile,Sign Up,/products,Paid Search,175,28,33,30,520,265,939
Canada,10/31/2021 6:46:52 PM,Mobile,Sign Up,/products,Paid Search,153,44,12,950,1407,405,561
Canada,10/10/2022 9:50:42 PM,Mobile,Sign Up,/products,Paid Search,85,62,30,468,546,339,1028
Canada,6/11/2023 11:12:20 PM,Mobile,Subscribe,/products,Paid Search,92,38,7,985,1067,203,1307
Canada,1/11/2023 9:56:19 AM,Mobile,Subscribe,/products,Paid Search,49,49,2,382,760,81,394
Canada,2/17/2022 7:26:28 AM,Mobile,Subscribe,/products,Paid Search,51,49,35,522,875,306,198
Canada,3/30/2023 5:27:02 PM,Mobile,Subscribe,/products,Paid Search,143,63,47,993,564,446,955
India,1/7/2020 9:08:54 AM,Mobile,Contact Form,/products,Paid Search,138,32,45,377,126,479,487
India,4/23/2020 12:42:38 PM,Mobile,Contact Form,/products,Paid Search,172,48,48,568,1736,79,569
India,8/31/2021 1:13:16 PM,Mobile,Purchase,/products,Paid Search,69,33,18,495,1682,261,192
India,8/13/2023 4:14:23 AM,Mobile,Sign Up,/products,Paid Search,170,39,45,568,744,288,1260
India,10/5/2020 2:37:53 AM,Mobile,Sign Up,/products,Paid Search,165,40,9,376,1803,395,324
India,3/4/2021 4:54:47 PM,Mobile,Sign Up,/products,Paid Search,85,67,24,376,1790,323,1127
India,8/31/2020 3:04:38 AM,Mobile,Subscribe,/products,Paid Search,98,28,11,622,1144,131,617
India,9/9/2023 8:29:44 PM,Mobile,Subscribe,/products,Paid Search,99,29,44,811,1911,320,872
India,3/15/2021 3:41:43 AM,Mobile,Subscribe,/products,Paid Search,43,34,16,275,993,250,677
India,9/28/2022 9:06:52 PM,Mobile,Subscribe,/products,Paid Search,126,39,47,107,1527,56,969
UK,7/30/2022 2:40:02 PM,Mobile,Contact Form,/products,Paid Search,134,42,32,297,448,465,887
UK,10/18/2023 8:15:40 AM,Mobile,Download,/products,Paid Search,121,28,29,798,1593,5,310
UK,8/7/2022 8:20:50 AM,Mobile,Download,/products,Paid Search,117,57,36,339,1811,346,784
UK,10/31/2022 3:33:54 AM,Mobile,Purchase,/products,Paid Search,159,24,25,861,1752,270,549
UK,9/21/2020 7:33:17 AM,Mobile,Purchase,/products,Paid Search,34,27,42,169,1669,499,210
UK,12/18/2022 12:57:59 AM,Mobile,Purchase,/products,Paid Search,80,66,20,11,926,475,1441
UK,12/15/2020 12:17:14 AM,Mobile,Sign Up,/products,Paid Search,67,20,45,73,811,393,1098
USA,7/20/2020 12:24:55 PM,Mobile,Contact Form,/products,Paid Search,149,46,38,986,1157,497,733
USA,8/27/2023 8:53:59 AM,Mobile,Contact Form,/products,Paid Search,97,69,23,388,1486,210,1246
USA,10/24/2021 11:04:13 PM,Mobile,Download,/products,Paid Search,160,33,12,318,820,92,1376
USA,12/14/2021 6:38:22 AM,Mobile,Download,/products,Paid Search,57,45,16,874,1604,49,1194
USA,6/6/2020 3:23:43 PM,Mobile,Download,/products,Paid Search,129,51,21,855,831,293,238
USA,12/24/2022 2:49:39 AM,Mobile,Download,/products,Paid Search,109,51,22,292,1450,439,1237
USA,8/25/2022 6:51:03 AM,Mobile,Sign Up,/products,Paid Search,85,24,47,638,1747,189,148
USA,1/12/2022 4:23:06 AM,Mobile,Sign Up,/products,Paid Search,120,34,38,259,830,196,1060
USA,11/26/2022 3:30:37 AM,Mobile,Sign Up,/products,Paid Search,110,35,13,278,1203,415,293
USA,9/4/2020 4:19:29 PM,Mobile,Sign Up,/products,Paid Search,70,40,28,337,1914,361,1141
USA,6/23/2020 4:36:00 PM,Mobile,Sign Up,/products,Paid Search,87,44,32,379,737,395,618
USA,6/23/2020 7:04:19 AM,Mobile,Sign Up,/products,Paid Search,55,50,28,426,1209,252,1263
USA,6/4/2021 5:18:04 PM,Mobile,Subscribe,/products,Paid Search,138,22,41,48,611,145,556
USA,10/1/2021 6:55:15 AM,Mobile,Subscribe,/products,Paid Search,154,35,44,603,1271,12,1384
USA,3/2/2022 11:28:56 AM,Mobile,Subscribe,/products,Paid Search,90,56,42,909,1516,329,166
Australia,3/10/2021 9:27:00 AM,Mobile,Contact Form,/about,Referral,78,55,23,522,1730,117,539
Australia,7/22/2020 9:04:05 AM,Mobile,Contact Form,/about,Referral,78,63,15,36,1121,145,1002
Australia,7/17/2022 2:01:41 PM,Mobile,Download,/about,Referral,153,23,0,442,1527,246,631
Australia,11/13/2022 10:43:16 AM,Mobile,Download,/about,Referral,145,52,21,371,433,324,154
Australia,4/10/2020 10:05:34 PM,Mobile,Purchase,/about,Referral,162,63,6,644,1568,237,1199
Canada,3/23/2021 4:02:29 AM,Mobile,Contact Form,/about,Referral,173,29,19,865,1514,125,771
Canada,7/8/2022 4:04:34 AM,Mobile,Contact Form,/about,Referral,118,59,41,162,1799,129,1241
Canada,10/29/2021 9:26:28 AM,Mobile,Download,/about,Referral,155,61,26,147,667,58,1479
Canada,12/4/2021 2:38:23 PM,Mobile,Download,/about,Referral,63,61,48,44,225,127,333
Canada,8/28/2021 3:30:29 PM,Mobile,Download,/about,Referral,45,65,37,242,590,403,1400
Canada,6/14/2023 1:41:07 PM,Mobile,Sign Up,/about,Referral,137,32,9,801,557,277,634
Canada,5/31/2021 8:38:58 AM,Mobile,Sign Up,/about,Referral,154,54,14,804,1808,143,1397
Canada,7/14/2023 2:27:29 PM,Mobile,Subscribe,/about,Referral,122,21,40,270,489,486,1078
Canada,7/7/2020 5:55:14 AM,Mobile,Subscribe,/about,Referral,41,56,22,634,522,365,1388
Canada,5/5/2022 10:29:08 AM,Mobile,Subscribe,/about,Referral,126,57,35,783,728,230,1147
India,6/22/2022 11:00:45 AM,Mobile,Contact Form,/about,Referral,127,27,36,330,806,176,1032
India,4/24/2023 2:15:53 AM,Mobile,Contact Form,/about,Referral,103,60,38,775,178,442,486
India,1/31/2020 4:41:24 PM,Mobile,Download,/about,Referral,166,38,40,779,740,341,304
India,5/10/2022 8:24:25 PM,Mobile,Download,/about,Referral,104,59,7,896,1652,33,1140
India,7/26/2020 6:32:28 PM,Mobile,Purchase,/about,Referral,101,47,47,325,1278,311,644
India,6/12/2020 8:20:14 PM,Mobile,Sign Up,/about,Referral,107,27,14,108,489,347,693
India,6/15/2022 12:50:04 PM,Mobile,Sign Up,/about,Referral,33,47,40,971,1935,91,552
India,9/6/2022 7:18:31 AM,Mobile,Sign Up,/about,Referral,157,48,18,906,916,61,572
India,3/20/2021 2:27:39 PM,Mobile,Subscribe,/about,Referral,110,33,39,856,1054,128,205
UK,4/28/2021 11:32:47 AM,Mobile,Contact Form,/about,Referral,92,68,33,199,628,481,194
UK,1/25/2021 1:03:35 PM,Mobile,Download,/about,Referral,32,54,8,916,1534,319,1065
UK,8/27/2023 11:26:00 PM,Mobile,Purchase,/about,Referral,141,59,28,169,1259,68,426
UK,2/3/2021 11:36:15 PM,Mobile,Purchase,/about,Referral,136,62,42,360,1355,409,66
UK,3/1/2021 5:25:17 PM,Mobile,Sign Up,/about,Referral,97,57,8,248,304,288,765
UK,3/17/2023 12:53:34 PM,Mobile,Subscribe,/about,Referral,145,26,8,937,1726,27,160
UK,8/10/2021 9:29:31 PM,Mobile,Subscribe,/about,Referral,169,32,1,929,437,122,1183
UK,10/11/2022 8:23:37 PM,Mobile,Subscribe,/about,Referral,67,33,13,915,914,267,200
USA,12/10/2022 6:40:39 AM,Mobile,Contact Form,/about,Referral,151,60,49,318,1897,482,1044
USA,2/8/2022 11:38:53 AM,Mobile,Purchase,/about,Referral,162,20,7,526,727,82,414
USA,3/12/2021 4:14:43 AM,Mobile,Purchase,/about,Referral,63,20,17,872,392,290,666
USA,10/26/2021 9:40:24 AM,Mobile,Purchase,/about,Referral,170,24,42,110,1126,239,1182
USA,5/12/2020 2:38:08 PM,Mobile,Purchase,/about,Referral,107,68,37,916,1445,261,695
Australia,8/26/2021 4:33:47 PM,Mobile,Download,/blog,Referral,67,20,43,456,1585,5,1273
Australia,12/5/2021 3:34:45 AM,Mobile,Download,/blog,Referral,55,37,25,123,1568,16,218
Australia,7/16/2021 5:26:51 AM,Mobile,Download,/blog,Referral,138,57,29,92,353,203,652
Australia,4/9/2023 6:19:49 AM,Mobile,Download,/blog,Referral,76,61,1,152,1662,472,185
Australia,1/12/2022 4:28:19 AM,Mobile,Subscribe,/blog,Referral,150,24,24,323,284,231,751
Canada,1/31/2022 3:58:16 PM,Mobile,Contact Form,/blog,Referral,167,48,11,917,1999,66,245
Canada,6/15/2022 10:29:27 AM,Mobile,Contact Form,/blog,Referral,166,51,19,418,1794,163,1371
Canada,7/31/2022 10:47:36 AM,Mobile,Download,/blog,Referral,117,36,31,825,1959,209,1091
Canada,1/29/2022 1:18:05 PM,Mobile,Download,/blog,Referral,86,67,31,499,855,154,514
Canada,3/8/2021 2:19:08 PM,Mobile,Purchase,/blog,Referral,102,47,41,257,1662,126,634
Canada,1/28/2020 12:47:17 PM,Mobile,Purchase,/blog,Referral,101,57,38,832,1488,135,1376
Canada,2/22/2021 11:56:03 AM,Mobile,Sign Up,/blog,Referral,124,61,37,92,1301,486,1377
Canada,10/7/2021 2:40:03 PM,Mobile,Subscribe,/blog,Referral,158,61,47,780,1289,446,1128
India,10/28/2021 1:00:27 PM,Mobile,Contact Form,/blog,Referral,142,61,43,993,258,355,803
India,1/28/2020 4:20:03 AM,Mobile,Contact Form,/blog,Referral,115,65,49,114,452,112,655
India,6/20/2020 12:35:11 AM,Mobile,Download,/blog,Referral,157,20,47,768,971,346,202
India,2/22/2021 5:07:50 PM,Mobile,Download,/blog,Referral,68,29,42,930,472,66,648
India,4/8/2023 1:53:45 PM,Mobile,Download,/blog,Referral,99,38,38,407,247,5,1332
India,6/10/2020 11:53:35 AM,Mobile,Download,/blog,Referral,172,55,31,518,670,493,104
India,3/13/2022 11:34:41 PM,Mobile,Download,/blog,Referral,128,62,24,437,1767,288,134
India,10/1/2021 12:05:27 PM,Mobile,Purchase,/blog,Referral,77,29,18,16,794,229,1277
India,8/25/2022 1:11:14 PM,Mobile,Purchase,/blog,Referral,82,58,42,636,957,437,456
India,7/14/2021 9:39:07 PM,Mobile,Sign Up,/blog,Referral,105,25,37,31,315,174,916
India,6/17/2020 2:28:06 PM,Mobile,Sign Up,/blog,Referral,75,30,3,838,1493,305,744
India,1/26/2021 11:48:14 PM,Mobile,Sign Up,/blog,Referral,146,44,43,698,1011,40,743
India,3/25/2020 7:32:03 PM,Mobile,Subscribe,/blog,Referral,80,62,9,960,755,278,1366
UK,8/5/2022 7:04:39 PM,Mobile,Contact Form,/blog,Referral,140,29,42,253,941,482,419
UK,9/4/2021 5:48:52 PM,Mobile,Contact Form,/blog,Referral,32,38,40,497,642,207,1147
UK,12/18/2022 5:43:29 PM,Mobile,Contact Form,/blog,Referral,95,62,8,191,1786,263,533
UK,1/14/2023 8:21:24 AM,Mobile,Download,/blog,Referral,151,35,19,33,761,32,1475
UK,11/11/2021 2:13:58 PM,Mobile,Purchase,/blog,Referral,138,20,9,814,1692,381,1248
UK,2/14/2021 4:09:44 AM,Mobile,Purchase,/blog,Referral,174,36,13,153,1757,345,434
UK,5/5/2022 1:34:08 AM,Mobile,Purchase,/blog,Referral,61,47,40,93,1876,86,441
UK,6/26/2020 11:30:10 AM,Mobile,Purchase,/blog,Referral,69,50,27,723,1077,197,1489
UK,3/15/2021 1:29:02 PM,Mobile,Sign Up,/blog,Referral,134,32,5,680,1420,65,957
UK,12/11/2021 12:53:28 PM,Mobile,Sign Up,/blog,Referral,46,41,0,166,160,457,773
USA,6/20/2022 1:26:07 AM,Mobile,Contact Form,/blog,Referral,166,37,35,608,1062,69,1384
USA,8/12/2021 12:57:02 PM,Mobile,Contact Form,/blog,Referral,123,38,46,91,383,117,633
USA,4/23/2020 6:16:48 PM,Mobile,Contact Form,/blog,Referral,84,41,26,307,1284,15,506
USA,8/22/2020 2:51:47 AM,Mobile,Contact Form,/blog,Referral,131,56,34,214,442,99,123
USA,6/7/2023 6:26:43 AM,Mobile,Contact Form,/blog,Referral,137,69,6,668,1082,194,1407
USA,2/26/2023 10:32:35 AM,Mobile,Download,/blog,Referral,72,68,10,543,218,34,856
USA,9/2/2022 11:07:42 AM,Mobile,Purchase,/blog,Referral,125,41,10,128,114,102,966
USA,3/3/2022 2:09:19 PM,Mobile,Sign Up,/blog,Referral,85,58,5,745,1427,271,600
USA,5/7/2021 1:05:23 PM,Mobile,Subscribe,/blog,Referral,129,24,32,209,1409,69,1138
Australia,8/24/2021 3:29:24 PM,Mobile,Download,/contact,Referral,146,41,32,322,1062,246,1473
Australia,4/1/2023 4:23:01 AM,Mobile,Download,/contact,Referral,42,55,7,942,237,17,1156
Australia,11/21/2022 8:09:08 PM,Mobile,Purchase,/contact,Referral,106,53,28,230,769,324,203
Australia,7/28/2020 5:27:45 PM,Mobile,Sign Up,/contact,Referral,121,20,26,924,920,392,1063
Australia,11/18/2021 5:39:14 AM,Mobile,Sign Up,/contact,Referral,151,32,3,606,1368,51,742
Australia,7/17/2021 9:19:41 AM,Mobile,Sign Up,/contact,Referral,49,50,47,845,1538,294,1379
Australia,6/13/2023 4:21:30 PM,Mobile,Subscribe,/contact,Referral,142,46,5,129,138,314,846
Canada,9/11/2023 3:56:01 AM,Mobile,Contact Form,/contact,Referral,147,22,12,182,837,223,234
Canada,8/5/2021 1:40:29 AM,Mobile,Contact Form,/contact,Referral,119,24,33,908,822,242,727
Canada,2/18/2021 10:09:02 AM,Mobile,Contact Form,/contact,Referral,46,35,4,943,354,287,921
Canada,8/2/2022 11:09:54 AM,Mobile,Contact Form,/contact,Referral,147,35,19,629,1972,236,1339
Canada,11/9/2022 9:18:40 AM,Mobile,Contact Form,/contact,Referral,175,46,44,404,383,303,1321
Canada,6/25/2023 7:51:54 AM,Mobile,Download,/contact,Referral,150,26,41,244,1226,8,433
Canada,4/12/2020 2:59:11 AM,Mobile,Download,/contact,Referral,70,27,28,247,1611,253,1253
Canada,8/27/2020 5:23:39 PM,Mobile,Download,/contact,Referral,122,39,23,839,1978,45,611
Canada,6/22/2022 3:30:52 PM,Mobile,Download,/contact,Referral,124,49,16,360,1675,400,150
Canada,4/1/2020 7:12:44 AM,Mobile,Download,/contact,Referral,135,54,6,447,865,319,1151
Canada,8/15/2023 8:03:53 PM,Mobile,Purchase,/contact,Referral,69,46,22,924,609,96,488
Canada,11/11/2021 6:13:12 PM,Mobile,Purchase,/contact,Referral,58,52,28,686,612,71,1191
Canada,6/21/2023 10:33:47 AM,Mobile,Purchase,/contact,Referral,53,61,25,775,366,47,1094
Canada,9/1/2022 3:47:29 AM,Mobile,Purchase,/contact,Referral,142,65,32,748,592,254,1120
Canada,1/8/2021 9:26:16 PM,Mobile,Subscribe,/contact,Referral,42,24,20,414,587,350,463
Canada,3/3/2023 1:18:38 PM,Mobile,Subscribe,/contact,Referral,69,35,10,583,1217,365,849
Canada,4/26/2020 7:52:21 AM,Mobile,Subscribe,/contact,Referral,159,55,2,405,1187,96,464
India,3/29/2022 12:15:27 PM,Mobile,Contact Form,/contact,Referral,74,25,45,196,768,146,540
India,9/12/2021 6:46:27 PM,Mobile,Contact Form,/contact,Referral,106,49,45,109,1287,100,924
India,12/28/2020 2:45:18 AM,Mobile,Contact Form,/contact,Referral,73,56,49,430,1682,68,115
India,6/10/2020 6:42:00 AM,Mobile,Download,/contact,Referral,150,36,21,632,1128,312,507
India,4/19/2023 7:36:17 AM,Mobile,Download,/contact,Referral,30,67,24,774,669,133,362
India,11/12/2022 3:54:28 PM,Mobile,Download,/contact,Referral,64,69,1,63,331,100,405
India,1/8/2021 2:21:57 PM,Mobile,Purchase,/contact,Referral,78,25,17,445,309,398,862
India,9/2/2020 9:43:58 AM,Mobile,Sign Up,/contact,Referral,151,39,33,896,1494,305,939
India,4/21/2020 9:18:18 PM,Mobile,Sign Up,/contact,Referral,31,62,14,919,228,142,863
India,2/9/2022 3:38:45 PM,Mobile,Subscribe,/contact,Referral,111,44,41,18,1875,10,1012
India,10/23/2020 12:09:17 PM,Mobile,Subscribe,/contact,Referral,57,64,34,373,1950,218,678
UK,10/27/2021 2:34:13 AM,Mobile,Contact Form,/contact,Referral,103,34,23,506,316,160,1220
UK,7/18/2021 1:36:10 PM,Mobile,Contact Form,/contact,Referral,124,39,5,693,1013,151,1094
UK,3/19/2020 2:37:16 PM,Mobile,Contact Form,/contact,Referral,153,39,23,867,1681,162,1080
UK,3/27/2020 2:00:26 AM,Mobile,Contact Form,/contact,Referral,154,41,43,285,1565,364,1085
UK,10/12/2023 10:42:48 PM,Mobile,Contact Form,/contact,Referral,37,47,25,284,1379,215,1097
UK,5/6/2022 8:27:41 PM,Mobile,Contact Form,/contact,Referral,33,50,24,152,913,28,772
UK,12/11/2021 3:21:00 AM,Mobile,Download,/contact,Referral,129,44,8,432,913,198,134
UK,10/7/2023 7:47:40 PM,Mobile,Download,/contact,Referral,36,52,9,324,725,387,1292
UK,9/7/2021 7:19:03 PM,Mobile,Purchase,/contact,Referral,68,38,30,354,1829,313,1023
UK,9/4/2021 3:49:28 PM,Mobile,Sign Up,/contact,Referral,161,49,35,773,253,172,996
UK,10/21/2022 9:40:48 AM,Mobile,Sign Up,/contact,Referral,165,49,46,430,989,193,432
UK,12/7/2021 9:01:22 PM,Mobile,Sign Up,/contact,Referral,131,60,7,166,829,82,1366
UK,2/14/2023 12:10:26 AM,Mobile,Sign Up,/contact,Referral,57,60,41,562,1986,67,574
UK,10/3/2021 10:11:56 PM,Mobile,Subscribe,/contact,Referral,62,29,30,400,1792,483,1053
UK,8/17/2021 5:53:38 PM,Mobile,Subscribe,/contact,Referral,125,35,47,24,1398,111,823
USA,1/1/2021 3:50:26 AM,Mobile,Purchase,/contact,Referral,135,48,33,497,558,363,707
USA,6/16/2021 5:12:39 AM,Mobile,Purchase,/contact,Referral,41,60,37,766,463,417,534
USA,7/27/2023 8:52:23 PM,Mobile,Purchase,/contact,Referral,30,64,12,797,1223,462,782
USA,9/18/2020 6:24:48 PM,Mobile,Purchase,/contact,Referral,56,66,40,649,485,319,210
USA,6/13/2020 4:00:51 AM,Mobile,Purchase,/contact,Referral,76,68,5,70,1252,59,919
USA,4/16/2021 12:28:33 PM,Mobile,Sign Up,/contact,Referral,90,22,28,532,1694,131,911
USA,10/24/2023 9:31:26 PM,Mobile,Sign Up,/contact,Referral,71,50,41,397,1473,333,1326
Australia,1/31/2022 2:14:00 AM,Mobile,Contact Form,/home,Referral,113,27,19,520,1405,468,334
Australia,2/16/2021 6:20:04 PM,Mobile,Contact Form,/home,Referral,58,57,35,377,643,268,1243
Australia,6/11/2020 12:24:52 AM,Mobile,Contact Form,/home,Referral,33,61,11,930,424,301,252
Australia,4/30/2023 3:16:16 AM,Mobile,Download,/home,Referral,89,25,17,397,372,379,1177
Australia,1/26/2023 4:58:04 AM,Mobile,Download,/home,Referral,137,39,1,126,1282,417,1022
Australia,10/11/2020 7:12:07 PM,Mobile,Download,/home,Referral,62,42,33,550,1816,123,748
Australia,5/22/2021 6:55:46 PM,Mobile,Purchase,/home,Referral,31,25,36,464,632,175,1012
Australia,7/9/2021 9:46:04 PM,Mobile,Purchase,/home,Referral,110,32,27,624,1448,299,994
Australia,3/1/2021 8:21:16 PM,Mobile,Purchase,/home,Referral,81,35,25,30,1830,7,1324
Australia,9/7/2020 5:30:32 AM,Mobile,Purchase,/home,Referral,116,48,6,652,1252,388,707
Australia,5/29/2022 12:54:48 AM,Mobile,Sign Up,/home,Referral,131,37,36,196,1869,327,1441
Australia,6/21/2023 9:12:02 AM,Mobile,Sign Up,/home,Referral,143,39,28,421,1320,284,1000
Australia,12/29/2022 2:17:17 AM,Mobile,Sign Up,/home,Referral,69,44,24,811,1833,419,345
Australia,12/30/2022 8:50:59 AM,Mobile,Subscribe,/home,Referral,150,24,5,174,1669,266,761
Australia,12/10/2020 4:36:52 AM,Mobile,Subscribe,/home,Referral,137,28,4,525,774,387,157
Australia,1/26/2020 5:17:58 PM,Mobile,Subscribe,/home,Referral,164,55,18,37,530,109,158
Canada,12/18/2021 7:43:37 AM,Mobile,Contact Form,/home,Referral,34,65,35,768,145,393,595
Canada,1/30/2022 8:46:31 PM,Mobile,Download,/home,Referral,36,48,23,573,1947,78,1216
Canada,5/16/2023 8:20:37 PM,Mobile,Sign Up,/home,Referral,132,28,2,220,966,77,997
Canada,3/4/2022 4:52:39 PM,Mobile,Sign Up,/home,Referral,55,34,48,745,248,274,958
Canada,8/19/2020 1:32:35 PM,Mobile,Sign Up,/home,Referral,95,48,11,435,252,232,493
Canada,1/2/2022 9:55:31 AM,Mobile,Subscribe,/home,Referral,61,44,23,931,1379,39,557
Canada,11/12/2022 11:33:55 PM,Mobile,Subscribe,/home,Referral,121,55,36,192,1818,116,998
India,8/6/2020 10:21:52 AM,Mobile,Contact Form,/home,Referral,179,29,13,803,835,66,1463
India,3/27/2021 3:39:25 AM,Mobile,Contact Form,/home,Referral,118,31,33,23,1292,382,468
India,12/26/2021 11:46:35 PM,Mobile,Contact Form,/home,Referral,66,50,31,642,1377,451,628
India,5/14/2021 5:49:05 AM,Mobile,Download,/home,Referral,73,34,0,182,1264,143,1123
India,8/10/2022 12:51:16 AM,Mobile,Purchase,/home,Referral,30,35,14,617,302,281,1114
India,11/19/2021 2:39:36 AM,Mobile,Purchase,/home,Referral,95,49,43,120,269,425,1434
